S.no,Year,113 Cause Name,Cause Name,State,Deaths,Age-adjusted Death Rate
3154,2012,Diabetes mellitus (E10-E14),Diabetes,New Hampshire,275,17.5
3155,2012,Diabetes mellitus (E10-E14),Diabetes,New Jersey,"1,988",19.3
3156,2012,Diabetes mellitus (E10-E14),Diabetes,New Mexico,652,28.3
3157,2012,Diabetes mellitus (E10-E14),Diabetes,New York,"4,010",17.7
3158,2012,Diabetes mellitus (E10-E14),Diabetes,North Carolina,"2,409",22.6
3159,2012,Diabetes mellitus (E10-E14),Diabetes,North Dakota,185,22
3160,2012,Diabetes mellitus (E10-E14),Diabetes,Ohio,"3,618",26.1
3161,2012,Diabetes mellitus (E10-E14),Diabetes,Oklahoma,"1,201",28.4
3162,2012,Diabetes mellitus (E10-E14),Diabetes,Oregon,"1,126",24.3
3163,2012,Diabetes mellitus (E10-E14),Diabetes,Pennsylvania,"3,735",22.3
3164,2012,Diabetes mellitus (E10-E14),Diabetes,Rhode Island,198,14.7
3165,2012,Diabetes mellitus (E10-E14),Diabetes,South Carolina,"1,197",22.3
3166,2012,Diabetes mellitus (E10-E14),Diabetes,South Dakota,218,21.5
3167,2012,Diabetes mellitus (E10-E14),Diabetes,Tennessee,"1,852",25.8
3168,2012,Diabetes mellitus (E10-E14),Diabetes,Texas,"5,136",21.9
3169,2012,Diabetes mellitus (E10-E14),Diabetes,United States,"73,932",21.2
3170,2012,Diabetes mellitus (E10-E14),Diabetes,Utah,541,24.6
3171,2012,Diabetes mellitus (E10-E14),Diabetes,Vermont,168,21.4
3172,2012,Diabetes mellitus (E10-E14),Diabetes,Virginia,"1,603",18.6
3173,2012,Diabetes mellitus (E10-E14),Diabetes,Washington,"1,650",22.4
3174,2012,Diabetes mellitus (E10-E14),Diabetes,West Virginia,741,30.5
3175,2012,Diabetes mellitus (E10-E14),Diabetes,Wisconsin,"1,289",19
3176,2012,Diabetes mellitus (E10-E14),Diabetes,Wyoming,97,15.9
3177,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,"12,036",225.1
3178,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alaska,708,136.5
3179,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Arizona,"10,689",145.5
3180,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Arkansas,"7,407",218.6
3181,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,California,"59,371",153.3
3182,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Colorado,"6,311",127.3
3183,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Connecticut,"7,282",155.3
3184,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Delaware,"1,790",168.8
3185,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,District of Columbia,"1,298",213
3186,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Florida,"42,125",153
3187,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Georgia,"15,825",177.6
3188,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Hawaii,"2,430",135.2
3189,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Idaho,"2,515",150.9
3190,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Illinois,"24,667",172.7
3191,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Indiana,"13,675",188.4
3192,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Iowa,"7,005",170.4
3193,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Kansas,"5,366",158.2
3194,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Kentucky,"10,024",208.2
3195,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Louisiana,"10,074",213.1
3196,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Maine,"2,623",145.9
3197,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Maryland,"11,023",174.4
3198,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Massachusetts,"11,602",139.1
3199,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Michigan,"23,520",197.9
3200,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Minnesota,"7,496",119.2
3201,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Mississippi,"7,269",231.3
3202,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Missouri,"13,742",193.4
3203,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Montana,"1,903",151.1
3204,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nebraska,"3,307",146.9
3205,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nevada,"5,166",192.5
3206,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Hampshire,"2,324",146.1
3207,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Jersey,"18,340",171.5
3208,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Mexico,"3,352",147.8
3209,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New York,"43,795",186.5
3210,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Carolina,"17,348",166.1
3211,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Dakota,"1,368",151.6
3212,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Ohio,"26,426",187.7
3213,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Oklahoma,"9,198",220.4
3214,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Oregon,"6,180",130.3
3215,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Pennsylvania,"30,952",177.7
3216,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Rhode Island,"2,360",165.2
3217,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,South Carolina,"9,364",180.2
3218,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,South Dakota,"1,668",155.4
3219,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Tennessee,"14,454",203.7
3220,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Texas,"39,061",171.3
3221,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,United States,"599,711",170.5
3222,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Utah,"3,091",142.4
3223,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Vermont,"1,206",150.6
3224,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Virginia,"13,386",158.6
3225,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Washington,"10,360",139.3
3226,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,West Virginia,"4,942",208.1
3227,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Wisconsin,"11,282",160.7
3228,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Wyoming,"1,005",167.2
3229,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,942,17.9
3230,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,52,10
3231,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arizona,683,9.5
3232,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arkansas,734,21.9
3233,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,California,"5,849",15.2
3234,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,525,11
3235,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,558,11.8
3236,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Delaware,121,11.3
3237,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,District of Columbia,76,12.1
3238,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,"2,338",8.5
3239,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,"1,390",16.4
3240,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,394,20.8
3241,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Idaho,189,11.3
3242,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Illinois,"2,323",16.3
3243,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Indiana,973,13.5
3244,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Iowa,664,15.6
3245,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,624,18
3246,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kentucky,879,18.7
3247,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Louisiana,808,17.5
3248,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maine,205,11.6
3249,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maryland,986,15.8
3250,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Massachusetts,"1,356",16.1
3251,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Michigan,"1,565",13.3
3252,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Minnesota,674,10.6
3253,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Mississippi,565,18.1
3254,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Missouri,"1,213",17
3255,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Montana,155,12.2
3256,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nebraska,291,12.7
3257,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nevada,496,19
3258,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Hampshire,204,12.8
3259,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Jersey,"1,131",10.6
3260,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Mexico,281,12.5
3261,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New York,"4,404",18.8
3262,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Carolina,"1,899",18.5
3263,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Dakota,133,14.3
3264,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Ohio,"2,195",15.5
3265,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oklahoma,573,13.8
3266,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oregon,382,8.1
3267,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,"2,360",13.5
3268,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,161,11.2
3269,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,726,14.4
3270,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,185,16.6
3271,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Tennessee,"1,435",20.6
3272,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Texas,"2,974",13.4
3273,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,United States,"50,636",14.5
3274,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Utah,337,15.6
3275,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Vermont,81,9.9
3276,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Virginia,"1,307",15.8
3277,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Washington,728,9.9
3278,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,West Virginia,425,18.1
3279,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wisconsin,996,14.1
3280,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wyoming,91,15.7
3281,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alabama,724,14.7
3282,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alaska,168,23
3283,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arizona,"1,156",17.3
3284,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arkansas,485,16.3
3285,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,California,"3,893",10
3286,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,"1,052",19.7
3287,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Connecticut,368,9.9
3288,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Delaware,125,13.2
3289,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,District of Columbia,37,5.7
3290,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Florida,"3,002",14.4
3291,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Georgia,"1,168",11.7
3292,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Hawaii,190,13.1
3293,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Idaho,297,19
3294,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Illinois,"1,292",9.8
3295,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Indiana,940,14.3
3296,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Iowa,383,12.7
3297,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Kansas,502,17.4
3298,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Kentucky,724,16.2
3299,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Louisiana,567,12.4
3300,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Maine,209,14.5
3301,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Maryland,583,9.5
3302,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Massachusetts,604,8.7
3303,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Michigan,"1,261",12.5
3304,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Minnesota,656,12
3305,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Mississippi,410,14
3306,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Missouri,914,14.9
3307,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Montana,233,22.6
3308,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Nebraska,232,12.5
3309,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Nevada,524,18.2
3310,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,New Hampshire,202,14.1
3311,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,New Jersey,683,7.4
3312,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,New Mexico,442,21.3
3313,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,New York,"1,708",8.3
3314,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,North Carolina,"1,286",12.7
3315,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,North Dakota,105,15.2
3316,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Ohio,"1,542",13
3317,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Oklahoma,670,17.6
3318,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Oregon,724,17.8
3319,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Pennsylvania,"1,647",12.4
3320,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Rhode Island,105,9.5
3321,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,South Carolina,673,13.7
3322,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,South Dakota,141,16.8
3323,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Tennessee,978,14.6
3324,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Texas,"3,037",11.9
3325,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,United States,"40,600",12.6
3326,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Utah,550,21
3327,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Vermont,87,13
3328,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Virginia,"1,063",12.7
3329,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Washington,"1,038",14.5
3330,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,West Virginia,326,17.1
3331,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Wisconsin,723,12.4
3332,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Wyoming,171,29.6
3333,2012,Malignant neoplasms (C00-C97),Cancer,Alabama,"10,276",185.2
3334,2012,Malignant neoplasms (C00-C97),Cancer,Alaska,925,166.5
3335,2012,Malignant neoplasms (C00-C97),Cancer,Arizona,"11,085",148.6
3336,2012,Malignant neoplasms (C00-C97),Cancer,Arkansas,"6,540",189.1
3337,2012,Malignant neoplasms (C00-C97),Cancer,California,"57,676",150.9
3338,2012,Malignant neoplasms (C00-C97),Cancer,Colorado,"7,306",143.1
3339,2012,Malignant neoplasms (C00-C97),Cancer,Connecticut,"6,681",152
3340,2012,Malignant neoplasms (C00-C97),Cancer,Delaware,"1,935",177
3341,2012,Malignant neoplasms (C00-C97),Cancer,District of Columbia,"1,081",178.8
3342,2012,Malignant neoplasms (C00-C97),Cancer,Florida,"42,188",158.8
3343,2012,Malignant neoplasms (C00-C97),Cancer,Georgia,"16,021",169.1
3344,2012,Malignant neoplasms (C00-C97),Cancer,Hawaii,"2,284",134.5
3345,2012,Malignant neoplasms (C00-C97),Cancer,Idaho,"2,572",152
3346,2012,Malignant neoplasms (C00-C97),Cancer,Illinois,"24,562",175.6
3347,2012,Malignant neoplasms (C00-C97),Cancer,Indiana,"13,368",184.4
3348,2012,Malignant neoplasms (C00-C97),Cancer,Iowa,"6,438",168.6
3349,2012,Malignant neoplasms (C00-C97),Cancer,Kansas,"5,429",168.2
3350,2012,Malignant neoplasms (C00-C97),Cancer,Kentucky,"10,012",201.5
3351,2012,Malignant neoplasms (C00-C97),Cancer,Louisiana,"9,308",190.7
3352,2012,Malignant neoplasms (C00-C97),Cancer,Maine,"3,226",179.3
3353,2012,Malignant neoplasms (C00-C97),Cancer,Maryland,"10,525",165.6
3354,2012,Malignant neoplasms (C00-C97),Cancer,Massachusetts,"12,864",163.3
3355,2012,Malignant neoplasms (C00-C97),Cancer,Michigan,"20,496",174.8
3356,2012,Malignant neoplasms (C00-C97),Cancer,Minnesota,"9,424",155.9
3357,2012,Malignant neoplasms (C00-C97),Cancer,Mississippi,"6,499",200.4
3358,2012,Malignant neoplasms (C00-C97),Cancer,Missouri,"12,919",182.3
3359,2012,Malignant neoplasms (C00-C97),Cancer,Montana,"1,954",155.1
3360,2012,Malignant neoplasms (C00-C97),Cancer,Nebraska,"3,479",164.7
3361,2012,Malignant neoplasms (C00-C97),Cancer,Nevada,"4,610",163.6
3362,2012,Malignant neoplasms (C00-C97),Cancer,New Hampshire,"2,660",167.8
3363,2012,Malignant neoplasms (C00-C97),Cancer,New Jersey,"16,485",160.3
3364,2012,Malignant neoplasms (C00-C97),Cancer,New Mexico,"3,462",148.1
3365,2012,Malignant neoplasms (C00-C97),Cancer,New York,"35,882",159.4
3366,2012,Malignant neoplasms (C00-C97),Cancer,North Carolina,"18,405",170.2
3367,2012,Malignant neoplasms (C00-C97),Cancer,North Dakota,"1,253",150.7
3368,2012,Malignant neoplasms (C00-C97),Cancer,Ohio,"25,261",182.7
3369,2012,Malignant neoplasms (C00-C97),Cancer,Oklahoma,"8,040",189.9
3370,2012,Malignant neoplasms (C00-C97),Cancer,Oregon,"7,832",168
3371,2012,Malignant neoplasms (C00-C97),Cancer,Pennsylvania,"28,909",175.5
3372,2012,Malignant neoplasms (C00-C97),Cancer,Rhode Island,"2,148",163.5
3373,2012,Malignant neoplasms (C00-C97),Cancer,South Carolina,"9,728",178.8
3374,2012,Malignant neoplasms (C00-C97),Cancer,South Dakota,"1,630",163
3375,2012,Malignant neoplasms (C00-C97),Cancer,Tennessee,"13,765",187.6
3376,2012,Malignant neoplasms (C00-C97),Cancer,Texas,"38,142",160.3
3377,2012,Malignant neoplasms (C00-C97),Cancer,United States,"582,623",166.5
3378,2012,Malignant neoplasms (C00-C97),Cancer,Utah,"2,876",128.2
3379,2012,Malignant neoplasms (C00-C97),Cancer,Vermont,"1,325",165
3380,2012,Malignant neoplasms (C00-C97),Cancer,Virginia,"14,294",165
3381,2012,Malignant neoplasms (C00-C97),Cancer,Washington,"11,952",161.4
3382,2012,Malignant neoplasms (C00-C97),Cancer,West Virginia,"4,684",191.8
3383,2012,Malignant neoplasms (C00-C97),Cancer,Wisconsin,"11,252",166.3
3384,2012,Malignant neoplasms (C00-C97),Cancer,Wyoming,955,154.2
3385,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,"1,035",19.4
3386,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alaska,44,9.5
3387,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Arizona,414,5.7
3388,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Arkansas,674,19.8
3389,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,California,"2,728",7.2
3390,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Colorado,428,8.9
3391,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Connecticut,569,12.4
3392,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Delaware,139,12.7
3393,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,District of Columbia,44,7.2
3394,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Florida,"2,912",10.6
3395,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Georgia,"1,612",18.4
3396,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Hawaii,199,11.2
3397,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Idaho,148,8.8
3398,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Illinois,"2,392",17
3399,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Indiana,"1,221",16.9
3400,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Iowa,322,7.9
3401,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Kansas,600,17.7
3402,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Kentucky,933,19.6
3403,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Louisiana,"1,138",24.3
3404,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Maine,257,14.3
3405,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Maryland,704,11.3
3406,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Massachusetts,"1,271",15.5
3407,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Michigan,"1,586",13.5
3408,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Minnesota,669,10.8
3409,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Mississippi,692,22.2
3410,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Missouri,"1,259",17.8
3411,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Montana,100,8
3412,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Nebraska,217,9.8
3413,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Nevada,385,14.4
3414,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New Hampshire,161,10.2
3415,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New Jersey,"1,431",13.6
3416,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New Mexico,285,12.6
3417,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New York,"2,240",9.8
3418,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,North Carolina,"1,656",15.9
3419,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,North Dakota,117,13.3
3420,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Ohio,"2,056",14.8
3421,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Oklahoma,554,13.4
3422,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Oregon,320,6.9
3423,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Pennsylvania,"2,736",15.8
3424,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Rhode Island,135,9.7
3425,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,South Carolina,860,16.4
